2025-11-02 14:19:16 | demo_logger | DEBUG | <module>:23 | This is a DEBUG message (shows in file only by default)
2025-11-02 15:30:27 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (48.14%) using XLM-RoBERTa
2025-11-02 15:30:27 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (4.29%)
2025-11-02 15:30:28 | api | INFO | analyze_text:204 | Analysis complete: language=slk, sentiment=negative
2025-11-02 15:32:00 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=13
2025-11-02 15:32:00 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'पाऊस पडत आहे....'
2025-11-02 15:32:00 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:32:00 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:32:00 | preprocessing | INFO | detect_language:460 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-02 15:32:00 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 15:32:00 | inference | INFO | get_indic_sentiment_model:138 | Loading IndicBERT v2 Sentiment model (first use)...
2025-11-02 15:32:03 | inference | INFO | get_indic_sentiment_model:151 | IndicBERT v2 Sentiment model loaded successfully
2025-11-02 15:32:03 | inference | INFO | predict_sentiment:314 | Sentiment prediction: neutral (59.81%) using IndicBERT
2025-11-02 15:32:04 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.05%)
2025-11-02 15:32:05 | api | INFO | analyze_text:204 | Analysis complete: language=hi, sentiment=neutral
2025-11-02 15:32:21 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=32
2025-11-02 15:32:21 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'सूर्य उगवला म्हणून प्रकाश पसरला....'
2025-11-02 15:32:21 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:32:21 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:32:21 | preprocessing | INFO | detect_language:460 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-02 15:32:21 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 15:32:21 | inference | INFO | predict_sentiment:314 | Sentiment prediction: negative (89.90%) using IndicBERT
2025-11-02 15:32:21 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.07%)
2025-11-02 15:32:23 | api | INFO | analyze_text:204 | Analysis complete: language=hi, sentiment=negative
2025-11-02 15:32:38 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=79
2025-11-02 15:32:38 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'सूर्य उगवला म्हणून प्रकाश पसरला. मला माहीत आहे की ...'
2025-11-02 15:32:38 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:32:38 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:32:38 | preprocessing | INFO | detect_language:460 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-02 15:32:38 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 15:32:38 | inference | INFO | predict_sentiment:314 | Sentiment prediction: neutral (71.53%) using IndicBERT
2025-11-02 15:32:38 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.09%)
2025-11-02 15:32:40 | api | INFO | analyze_text:204 | Analysis complete: language=hi, sentiment=neutral
2025-11-02 15:32:50 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=85
2025-11-02 15:32:50 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: '@sun, सूर्य उगवला म्हणून प्रकाश पसरला. मला माहीत आ...'
2025-11-02 15:32:50 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:32:50 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:32:50 | preprocessing | INFO | detect_language:460 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-02 15:32:50 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 15:32:50 | inference | INFO | predict_sentiment:314 | Sentiment prediction: neutral (73.57%) using IndicBERT
2025-11-02 15:32:50 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.07%)
2025-11-02 15:32:53 | api | INFO | analyze_text:204 | Analysis complete: language=hi, sentiment=neutral
2025-11-02 15:33:26 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=32
2025-11-02 15:33:26 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'सूर्य उगवला म्हणून प्रकाश पसरला....'
2025-11-02 15:33:26 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:33:26 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:33:26 | preprocessing | INFO | detect_language:460 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-02 15:33:26 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 15:33:27 | inference | INFO | predict_sentiment:314 | Sentiment prediction: negative (89.90%) using IndicBERT
2025-11-02 15:33:27 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.07%)
2025-11-02 15:33:28 | api | INFO | analyze_text:204 | Analysis complete: language=hi, sentiment=negative
2025-11-02 15:35:26 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:36:12 | preprocessing | INFO | detect_language:467 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 15:36:47 | preprocessing | INFO | detect_language:476 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 15:37:22 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:37:22 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:37:34 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:37:34 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:37:35 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:37:35 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:37:35 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:37:35 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:37:35 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:37:35 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:37:35 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=32
2025-11-02 15:37:35 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'सूर्य उगवला म्हणून प्रकाश पसरला....'
2025-11-02 15:37:35 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:37:35 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:37:40 | preprocessing | INFO | detect_language:476 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 15:37:40 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 15:37:44 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 15:37:45 | inference | INFO | predict_sentiment:345 | Sentiment prediction: neutral (37.25%) using XLM-RoBERTa
2025-11-02 15:37:45 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 15:37:48 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 15:37:49 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.07%)
2025-11-02 15:37:50 | api | INFO | analyze_text:204 | Analysis complete: language=mar, sentiment=neutral
2025-11-02 15:38:39 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=35
2025-11-02 15:38:39 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Khup chukicha bolat ahes rajesh....'
2025-11-02 15:38:39 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:38:39 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:38:39 | preprocessing | INFO | detect_language:476 | Language detected: cdf (confidence=0.75, method=glotlid_medium)
2025-11-02 15:38:39 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (37.88%) using XLM-RoBERTa
2025-11-02 15:38:39 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (7.70%)
2025-11-02 15:38:43 | api | INFO | analyze_text:204 | Analysis complete: language=cdf, sentiment=negative
2025-11-02 15:39:34 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=31
2025-11-02 15:39:34 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu chup bhet, aur movie ko dekh...'
2025-11-02 15:39:34 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:39:34 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:39:34 | preprocessing | INFO | detect_language:476 | Language detected: hin (confidence=0.98, method=glotlid_high_confidence)
2025-11-02 15:39:34 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (33.80%) using XLM-RoBERTa
2025-11-02 15:39:34 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (92.23%)
2025-11-02 15:39:35 | api | INFO | analyze_text:204 | Analysis complete: language=hin, sentiment=negative
2025-11-02 15:39:57 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=48
2025-11-02 15:39:57 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu chup bhet, guys lets continue with journery !...'
2025-11-02 15:39:57 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:39:57 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:39:57 | preprocessing | INFO | detect_language:476 | Language detected: eng (confidence=0.84, method=glotlid)
2025-11-02 15:39:57 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (41.16%) using XLM-RoBERTa
2025-11-02 15:39:57 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (1.18%)
2025-11-02 15:40:02 | api | INFO | analyze_text:204 | Analysis complete: language=eng, sentiment=positive
2025-11-02 15:40:30 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:40:51 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:40:51 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:40:52 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:40:52 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:40:52 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:40:52 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:40:52 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:40:52 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:41:06 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:41:18 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:41:18 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:41:19 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:41:19 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:41:19 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:41:19 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:41:19 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:41:19 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:41:48 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:42:00 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:42:00 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:42:01 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:42:01 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:42:01 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:42:01 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:42:01 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:42:01 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:43:07 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:43:17 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:43:17 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:43:18 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:43:18 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:43:18 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:43:18 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:43:18 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:43:18 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:43:57 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:44:20 | preprocessing | INFO | detect_language:561 | Language detected: mr_roman (confidence=0.75, method=romanized_indic)
2025-11-02 15:48:17 | preprocessing | INFO | detect_language:676 | Language detected: eng (confidence=0.84, method=glotlid)
2025-11-02 15:48:17 | preprocessing | INFO | detect_language:676 | Language detected: mr_roman (confidence=0.75, method=romanized_indic)
2025-11-02 15:48:17 | preprocessing | INFO | detect_language:676 | Language detected: eng (confidence=0.99, method=glotlid_high_confidence)
2025-11-02 15:48:17 | preprocessing | INFO | detect_language:676 | Language detected: eng_indic_mixed (confidence=0.75, method=code_mixed_latin_dominant)
2025-11-02 15:49:23 | preprocessing | INFO | detect_language:683 | Language detected: eng (confidence=0.84, method=glotlid)
2025-11-02 15:49:23 | preprocessing | INFO | detect_language:683 | Language detected: mr_roman (confidence=0.75, method=romanized_indic)
2025-11-02 15:49:23 | preprocessing | INFO | detect_language:683 | Language detected: eng (confidence=0.99, method=glotlid_high_confidence)
2025-11-02 15:49:23 | preprocessing | INFO | detect_language:683 | Language detected: hi_eng_mixed (confidence=0.75, method=code_mixed_latin_dominant)
2025-11-02 15:50:15 | preprocessing | INFO | detect_language:698 | Language detected: eng_indic_mixed (confidence=0.82, method=code_mixed_high_confidence)
2025-11-02 15:50:15 | preprocessing | INFO | detect_language:698 | Language detected: mr_roman (confidence=0.75, method=romanized_indic)
2025-11-02 15:50:15 | preprocessing | INFO | detect_language:698 | Language detected: eng (confidence=0.99, method=glotlid_high_confidence)
2025-11-02 15:50:15 | preprocessing | INFO | detect_language:698 | Language detected: hi_eng_mixed (confidence=0.75, method=code_mixed_latin_dominant)
2025-11-02 15:51:22 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:51:22 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:51:31 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:51:31 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:51:32 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:51:32 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:51:32 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:51:32 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:51:32 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:51:32 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:52:03 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=33
2025-11-02 15:52:03 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, and move enjoy kar...'
2025-11-02 15:52:03 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:52:03 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:52:08 | preprocessing | INFO | detect_language:698 | Language detected: eng (confidence=0.64, method=glotlid_medium)
2025-11-02 15:52:08 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 15:52:13 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 15:52:14 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (42.03%) using XLM-RoBERTa
2025-11-02 15:52:14 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 15:52:16 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
2025-11-02 15:52:16 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (1.31%)
2025-11-02 15:52:19 | api | INFO | analyze_text:204 | Analysis complete: language=eng, sentiment=positive
2025-11-02 15:52:27 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=33
2025-11-02 15:52:27 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, and move enjoy kar...'
2025-11-02 15:52:27 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:52:27 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:52:27 | preprocessing | INFO | detect_language:698 | Language detected: eng (confidence=0.64, method=glotlid_medium)
2025-11-02 15:52:27 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (42.03%) using XLM-RoBERTa
2025-11-02 15:52:27 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (1.31%)
2025-11-02 15:52:29 | api | INFO | analyze_text:204 | Analysis complete: language=eng, sentiment=positive
2025-11-02 15:52:52 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=35
2025-11-02 15:52:52 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Khup chukicha bolat ahes rajesh....'
2025-11-02 15:52:52 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:52:52 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:52:52 | preprocessing | INFO | detect_language:698 | Language detected: mr_roman (confidence=0.75, method=romanized_indic)
2025-11-02 15:52:52 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: mr
2025-11-02 15:52:52 | inference | INFO | get_indic_sentiment_model:138 | Loading IndicBERT v2 Sentiment model (first use)...
2025-11-02 15:52:55 | inference | INFO | get_indic_sentiment_model:151 | IndicBERT v2 Sentiment model loaded successfully
2025-11-02 15:52:55 | inference | INFO | predict_sentiment:314 | Sentiment prediction: negative (76.96%) using IndicBERT
2025-11-02 15:52:56 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (7.70%)
2025-11-02 15:52:56 | api | INFO | analyze_text:204 | Analysis complete: language=mr_roman, sentiment=negative
2025-11-02 15:53:12 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=35
2025-11-02 15:53:12 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, ani move enjoy kar !...'
2025-11-02 15:53:12 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:53:12 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:53:12 | preprocessing | INFO | detect_language:698 | Language detected: gom (confidence=0.60, method=glotlid_latin)
2025-11-02 15:53:12 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (42.67%) using XLM-RoBERTa
2025-11-02 15:53:12 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (4.78%)
2025-11-02 15:53:12 | api | INFO | analyze_text:204 | Analysis complete: language=gom, sentiment=positive
2025-11-02 15:53:50 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=45
2025-11-02 15:53:50 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, aur baki logo ko bhi shant kar...'
2025-11-02 15:53:50 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:53:50 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:53:50 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=0.60, method=glotlid_latin)
2025-11-02 15:53:50 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (37.27%) using XLM-RoBERTa
2025-11-02 15:53:50 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (97.85%)
2025-11-02 15:53:53 | api | INFO | analyze_text:204 | Analysis complete: language=hin, sentiment=positive
2025-11-02 15:54:17 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=36
2025-11-02 15:54:17 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, ani movie enjoy kar !...'
2025-11-02 15:54:17 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:54:17 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:54:17 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=0.60, method=glotlid_latin)
2025-11-02 15:54:17 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (38.77%) using XLM-RoBERTa
2025-11-02 15:54:17 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.99%)
2025-11-02 15:54:19 | api | INFO | analyze_text:204 | Analysis complete: language=hin, sentiment=positive
2025-11-02 15:54:24 | api | INFO | analyze_text:192 | Comprehensive analysis request: text_length=36
2025-11-02 15:54:24 | main | INFO | analyze_text_comprehensive:32 | Starting comprehensive analysis for text: 'Tu Shant raha, ani movie enjoy kar !...'
2025-11-02 15:54:24 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 15:54:24 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 15:54:24 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=0.60, method=glotlid_latin)
2025-11-02 15:54:25 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (38.77%) using XLM-RoBERTa
2025-11-02 15:54:25 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.99%)
2025-11-02 15:54:26 | api | INFO | analyze_text:204 | Analysis complete: language=hin, sentiment=positive
2025-11-02 15:56:16 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:56:27 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 15:56:27 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 15:56:28 | api | INFO | startup_event:459 | ================================================================================
2025-11-02 15:56:28 | api | INFO | startup_event:460 | Multilingual NLP Analysis API Starting...
2025-11-02 15:56:28 | api | INFO | startup_event:461 | Version: 1.0.0
2025-11-02 15:56:28 | api | INFO | startup_event:462 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 15:56:28 | api | INFO | startup_event:463 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 15:56:28 | api | INFO | startup_event:464 | ================================================================================
2025-11-02 15:57:30 | api | INFO | shutdown_event:470 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 15:58:51 | preprocessing | INFO | detect_language:698 | Language detected: eng (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 15:58:51 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 15:58:51 | preprocessing | INFO | detect_language:698 | Language detected: eng_indic_mixed (confidence=0.82, method=code_mixed_high_confidence)
2025-11-02 15:58:51 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=0.60, method=glotlid_latin)
2025-11-02 16:17:39 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:17:39 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:17:40 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:17:48 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:17:48 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:17:49 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:17:49 | api | INFO | startup_event:643 | ================================================================================
2025-11-02 16:17:49 | api | INFO | startup_event:644 | Multilingual NLP Analysis API Starting...
2025-11-02 16:17:49 | api | INFO | startup_event:645 | Version: 1.0.0
2025-11-02 16:17:49 | api | INFO | startup_event:646 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:17:49 | api | INFO | startup_event:647 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:17:49 | api | INFO | startup_event:648 | ================================================================================
2025-11-02 16:17:55 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=24
2025-11-02 16:17:55 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Yaar, mala movie avadli!...'
2025-11-02 16:17:55 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:17:55 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:00 | preprocessing | INFO | detect_language:698 | Language detected: tel (confidence=0.60, method=glotlid_latin)
2025-11-02 16:18:00 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_f7e32015 (conf: 0.60)
2025-11-02 16:18:00 | inference | INFO | get_sentiment_model:115 | Loading XLM-R Sentiment model (first use)...
2025-11-02 16:18:04 | inference | INFO | get_sentiment_model:121 | XLM-R Sentiment model loaded successfully
2025-11-02 16:18:04 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (45.18%) using XLM-RoBERTa
2025-11-02 16:18:04 | inference | INFO | get_toxicity_model:169 | Loading Toxicity model (first use)...
2025-11-02 16:18:06 | inference | INFO | get_toxicity_model:175 | Toxicity model loaded successfully
